at,domain,experiment,arm,metric,value,n,note
2026-09-24T08:03:30+00:00,vendor_risk,retrieval,vector,recall@5,1.0,12,filter=None hybrid=True
2026-09-24T08:03:30+00:00,vendor_risk,retrieval,vector,mrr,0.9444,12,filter=None hybrid=True
2026-09-24T08:03:30+00:00,vendor_risk,retrieval,through the gate,recall@1,0.9167,12,filter=None hybrid=True
2026-09-24T08:03:30+00:00,vendor_risk,retrieval,through the gate,recall@3,1.0,12,filter=None hybrid=True
2026-09-24T08:03:30+00:00,vendor_risk,retrieval,through the gate,recall@5,1.0,12,filter=None hybrid=True
2026-09-24T08:03:30+00:00,vendor_risk,retrieval,through the gate,mrr,0.9444,12,filter=None hybrid=True
2026-09-24T08:03:30+00:00,vendor_risk,retrieval,hybrid (v+bm25),recall@1,0.8333,12,filter=None hybrid=True
2026-09-24T08:03:30+00:00,vendor_risk,retrieval,hybrid (v+bm25),recall@3,1.0,12,filter=None hybrid=True
2026-09-24T08:03:30+00:00,vendor_risk,retrieval,hybrid (v+bm25),recall@5,1.0,12,filter=None hybrid=True
2026-09-24T08:03:30+00:00,vendor_risk,retrieval,hybrid (v+bm25),mrr,0.9167,12,filter=None hybrid=True
2026-09-24T08:04:05+00:00,vendor_risk,retrieval,vector,recall@1,0.9167,12,filter=None hybrid=False
2026-09-24T08:04:05+00:00,vendor_risk,retrieval,vector,recall@3,1.0,12,filter=None hybrid=False
2026-09-24T08:04:05+00:00,vendor_risk,retrieval,vector,recall@5,1.0,12,filter=None hybrid=False
2026-09-24T08:04:05+00:00,vendor_risk,retrieval,vector,mrr,0.9444,12,filter=None hybrid=False
2026-09-24T08:04:05+00:00,vendor_risk,retrieval,through the gate,recall@1,0.9167,12,filter=None hybrid=False
2026-09-24T08:04:05+00:00,vendor_risk,retrieval,through the gate,recall@3,1.0,12,filter=None hybrid=False
2026-09-24T08:04:05+00:00,vendor_risk,retrieval,through the gate,recall@5,1.0,12,filter=None hybrid=False
2026-09-24T08:04:05+00:00,vendor_risk,retrieval,through the gate,mrr,0.9444,12,filter=None hybrid=False
2026-09-24T08:41:17+00:00,vendor_risk,usage,per_run,input_tokens,96295.0,1,"Evaluate Asteria AI Systems as an enterprise Generative AI platform for 2,000 em"
2026-09-24T08:41:17+00:00,vendor_risk,usage,per_run,output_tokens,7618.0,1,"Evaluate Asteria AI Systems as an enterprise Generative AI platform for 2,000 em"
2026-09-24T08:41:17+00:00,vendor_risk,usage,per_run,total_tokens,103913.0,1,"Evaluate Asteria AI Systems as an enterprise Generative AI platform for 2,000 em"
2026-09-24T08:41:17+00:00,vendor_risk,usage,per_run,seconds,138.1416,1,"Evaluate Asteria AI Systems as an enterprise Generative AI platform for 2,000 em"
2026-09-24T09:07:30+00:00,vendor_risk,chunking,corpus,chunks,84.0,84,size=900 overlap=120
2026-09-24T09:07:30+00:00,vendor_risk,chunking,corpus,pages,1.0,84,size=900 overlap=120
2026-09-24T09:07:30+00:00,vendor_risk,chunking,corpus,sections,84.0,84,size=900 overlap=120
2026-09-24T09:07:30+00:00,vendor_risk,chunking,corpus,avg_chunk_chars,229.0595,84,size=900 overlap=120
2026-09-24T09:04:02+00:00,vendor_risk,chunking,corpus,chunks,81.0,81,size=900 overlap=120
2026-09-24T09:04:02+00:00,vendor_risk,chunking,corpus,pages,11.0,81,size=900 overlap=120
2026-09-24T09:04:02+00:00,vendor_risk,chunking,corpus,sections,81.0,81,size=900 overlap=120
2026-09-24T09:04:02+00:00,vendor_risk,chunking,corpus,avg_chunk_chars,201.7901,81,size=900 overlap=120
2026-09-24T10:26:00+00:00,vendor_risk,chunking,corpus,chunks,81.0,81,size=900 overlap=120
2026-09-24T10:26:00+00:00,vendor_risk,chunking,corpus,pages,11.0,81,size=900 overlap=120
2026-09-24T10:26:00+00:00,vendor_risk,chunking,corpus,sections,81.0,81,size=900 overlap=120
2026-09-24T10:26:00+00:00,vendor_risk,chunking,corpus,avg_chunk_chars,201.7901,81,size=900 overlap=120
2026-09-24T10:27:08+00:00,vendor_risk,chunking,corpus,chunks,81.0,81,size=900 overlap=120
2026-09-24T10:27:08+00:00,vendor_risk,chunking,corpus,pages,11.0,81,size=900 overlap=120
2026-09-24T10:27:08+00:00,vendor_risk,chunking,corpus,sections,81.0,81,size=900 overlap=120
2026-09-24T10:27:08+00:00,vendor_risk,chunking,corpus,avg_chunk_chars,201.7901,81,size=900 overlap=120
2026-09-24T10:27:44+00:00,vendor_risk,calibration,distances,worst_real,0.4728,14,
2026-09-24T10:27:44+00:00,vendor_risk,calibration,distances,best_nonsense,0.8028,14,
2026-09-24T10:27:44+00:00,vendor_risk,calibration,distances,suggested_ceiling,0.64,14,
2026-09-24T10:27:44+00:00,vendor_risk,calibration,distances,configured_ceiling,0.61,14,
2026-09-24T10:27:44+00:00,vendor_risk,calibration,distances,gap,0.33,14,
2026-09-24T10:28:05+00:00,vendor_risk,retrieval,vector,recall@1,0.1429,14,filter=None hybrid=False
2026-09-24T10:28:05+00:00,vendor_risk,retrieval,vector,recall@3,0.2143,14,filter=None hybrid=False
2026-09-24T10:28:05+00:00,vendor_risk,retrieval,vector,recall@5,0.2857,14,filter=None hybrid=False
2026-09-24T10:28:05+00:00,vendor_risk,retrieval,vector,mrr,0.1845,14,filter=None hybrid=False
2026-09-24T10:28:05+00:00,vendor_risk,retrieval,through the gate,recall@1,0.1429,14,filter=None hybrid=False
2026-09-24T10:28:05+00:00,vendor_risk,retrieval,through the gate,recall@3,0.2143,14,filter=None hybrid=False
2026-09-24T10:28:05+00:00,vendor_risk,retrieval,through the gate,recall@5,0.2857,14,filter=None hybrid=False
2026-09-24T10:28:05+00:00,vendor_risk,retrieval,through the gate,mrr,0.1845,14,filter=None hybrid=False
2026-09-24T10:54:35+00:00,vendor_risk,retrieval,vector,recall@1,0.7143,14,filter=None hybrid=False
2026-09-24T10:54:35+00:00,vendor_risk,retrieval,vector,recall@3,0.9286,14,filter=None hybrid=False
2026-09-24T10:54:35+00:00,vendor_risk,retrieval,vector,recall@5,0.9286,14,filter=None hybrid=False
2026-09-24T10:54:35+00:00,vendor_risk,retrieval,vector,mrr,0.8095,14,filter=None hybrid=False
2026-09-24T10:54:35+00:00,vendor_risk,retrieval,through the gate,recall@1,0.7143,14,filter=None hybrid=False
2026-09-24T10:54:35+00:00,vendor_risk,retrieval,through the gate,recall@3,0.9286,14,filter=None hybrid=False
2026-09-24T10:54:35+00:00,vendor_risk,retrieval,through the gate,recall@5,0.9286,14,filter=None hybrid=False
2026-09-24T10:54:35+00:00,vendor_risk,retrieval,through the gate,mrr,0.8095,14,filter=None hybrid=False
2026-09-24T10:56:34+00:00,vendor_risk,retrieval,vector,recall@1,0.7857,14,filter=None hybrid=False
2026-09-24T10:56:34+00:00,vendor_risk,retrieval,vector,recall@3,1.0,14,filter=None hybrid=False
2026-09-24T10:56:34+00:00,vendor_risk,retrieval,vector,recall@5,1.0,14,filter=None hybrid=False
2026-09-24T10:56:34+00:00,vendor_risk,retrieval,vector,mrr,0.881,14,filter=None hybrid=False
2026-09-24T10:56:34+00:00,vendor_risk,retrieval,through the gate,recall@1,0.7857,14,filter=None hybrid=False
2026-09-24T10:56:34+00:00,vendor_risk,retrieval,through the gate,recall@3,1.0,14,filter=None hybrid=False
2026-09-24T10:56:34+00:00,vendor_risk,retrieval,through the gate,recall@5,1.0,14,filter=None hybrid=False
2026-09-24T10:56:34+00:00,vendor_risk,retrieval,through the gate,mrr,0.881,14,filter=None hybrid=False
2026-09-24T10:57:10+00:00,vendor_risk,retrieval,vector,recall@1,0.7857,14,filter=None hybrid=False
2026-09-24T10:57:10+00:00,vendor_risk,retrieval,vector,recall@3,1.0,14,filter=None hybrid=False
2026-09-24T10:57:10+00:00,vendor_risk,retrieval,vector,recall@5,1.0,14,filter=None hybrid=False
2026-09-24T10:57:10+00:00,vendor_risk,retrieval,vector,mrr,0.881,14,filter=None hybrid=False
2026-09-24T10:57:10+00:00,vendor_risk,retrieval,through the gate,recall@1,0.7857,14,filter=None hybrid=False
2026-09-24T10:57:10+00:00,vendor_risk,retrieval,through the gate,recall@3,1.0,14,filter=None hybrid=False
2026-09-24T10:57:10+00:00,vendor_risk,retrieval,through the gate,recall@5,1.0,14,filter=None hybrid=False
2026-09-24T10:57:10+00:00,vendor_risk,retrieval,through the gate,mrr,0.881,14,filter=None hybrid=False
2026-09-24T10:57:11+00:00,vendor_risk,retrieval,hybrid,recall@1,0.8571,14,filter=None hybrid=False
2026-09-24T10:57:11+00:00,vendor_risk,retrieval,hybrid,recall@3,0.9286,14,filter=None hybrid=False
2026-09-24T10:57:11+00:00,vendor_risk,retrieval,hybrid,recall@5,1.0,14,filter=None hybrid=False
2026-09-24T10:57:11+00:00,vendor_risk,retrieval,hybrid,mrr,0.9107,14,filter=None hybrid=False
2026-09-24T10:58:30+00:00,vendor_risk,retrieval,vector,recall@1,0.7857,14,filter=None hybrid=True
2026-09-24T10:58:30+00:00,vendor_risk,retrieval,vector,recall@3,1.0,14,filter=None hybrid=True
2026-09-24T10:58:30+00:00,vendor_risk,retrieval,vector,recall@5,1.0,14,filter=None hybrid=True
2026-09-24T10:58:30+00:00,vendor_risk,retrieval,vector,mrr,0.881,14,filter=None hybrid=True
2026-09-24T10:58:30+00:00,vendor_risk,retrieval,through the gate,recall@1,0.7857,14,filter=None hybrid=True
2026-09-24T10:58:30+00:00,vendor_risk,retrieval,through the gate,recall@3,1.0,14,filter=None hybrid=True
2026-09-24T10:58:30+00:00,vendor_risk,retrieval,through the gate,recall@5,1.0,14,filter=None hybrid=True
2026-09-24T10:58:30+00:00,vendor_risk,retrieval,through the gate,mrr,0.881,14,filter=None hybrid=True
2026-09-24T10:58:30+00:00,vendor_risk,retrieval,hybrid (v+bm25),recall@1,0.8571,14,filter=None hybrid=True
2026-09-24T10:58:30+00:00,vendor_risk,retrieval,hybrid (v+bm25),recall@3,0.9286,14,filter=None hybrid=True
2026-09-24T10:58:30+00:00,vendor_risk,retrieval,hybrid (v+bm25),recall@5,1.0,14,filter=None hybrid=True
2026-09-24T10:58:30+00:00,vendor_risk,retrieval,hybrid (v+bm25),mrr,0.9107,14,filter=None hybrid=True
2026-09-24T11:04:15+00:00,vendor_risk,chunking,corpus,chunks,81.0,81,size=900 overlap=120
2026-09-24T11:04:15+00:00,vendor_risk,chunking,corpus,pages,11.0,81,size=900 overlap=120
2026-09-24T11:04:15+00:00,vendor_risk,chunking,corpus,sections,81.0,81,size=900 overlap=120
2026-09-24T11:04:15+00:00,vendor_risk,chunking,corpus,avg_chunk_chars,201.7901,81,size=900 overlap=120
2026-09-24T11:05:31+00:00,vendor_risk,chunking,corpus,chunks,81.0,81,size=900 overlap=120
2026-09-24T11:05:31+00:00,vendor_risk,chunking,corpus,pages,11.0,81,size=900 overlap=120
2026-09-24T11:05:31+00:00,vendor_risk,chunking,corpus,sections,81.0,81,size=900 overlap=120
2026-09-24T11:05:31+00:00,vendor_risk,chunking,corpus,avg_chunk_chars,201.7901,81,size=900 overlap=120
2026-09-24T11:09:13+00:00,vendor_risk,chunking,corpus,chunks,81.0,81,size=900 overlap=120
2026-09-24T11:09:13+00:00,vendor_risk,chunking,corpus,pages,11.0,81,size=900 overlap=120
2026-09-24T11:09:13+00:00,vendor_risk,chunking,corpus,sections,81.0,81,size=900 overlap=120
2026-09-24T11:09:13+00:00,vendor_risk,chunking,corpus,avg_chunk_chars,201.7901,81,size=900 overlap=120
2026-09-24T11:26:14+00:00,vendor_risk,stage_timing,total,seconds,119.2114,1,"Evaluate Asteria AI Systems as an enterprise Generative AI platform for 2,000 em"
2026-09-24T11:26:14+00:00,vendor_risk,stage_timing,s6_act,seconds,78.1946,6,"Evaluate Asteria AI Systems as an enterprise Generative AI platform for 2,000 em"
2026-09-24T11:26:15+00:00,vendor_risk,stage_timing,s8_compose,seconds,23.6601,1,"Evaluate Asteria AI Systems as an enterprise Generative AI platform for 2,000 em"
2026-09-24T11:26:15+00:00,vendor_risk,stage_timing,s3_ground,seconds,9.0536,1,"Evaluate Asteria AI Systems as an enterprise Generative AI platform for 2,000 em"
2026-09-24T11:26:15+00:00,vendor_risk,stage_timing,s4_plan,seconds,6.0744,1,"Evaluate Asteria AI Systems as an enterprise Generative AI platform for 2,000 em"
2026-09-24T11:26:15+00:00,vendor_risk,stage_timing,s2_guard_in,seconds,2.1259,1,"Evaluate Asteria AI Systems as an enterprise Generative AI platform for 2,000 em"
2026-09-24T11:26:15+00:00,vendor_risk,stage_timing,s9_guard_out,seconds,0.0707,1,"Evaluate Asteria AI Systems as an enterprise Generative AI platform for 2,000 em"
2026-09-24T11:26:15+00:00,vendor_risk,stage_timing,s7_replan,seconds,0.0133,6,"Evaluate Asteria AI Systems as an enterprise Generative AI platform for 2,000 em"
2026-09-24T11:26:15+00:00,vendor_risk,stage_timing,s5_gate,seconds,0.0093,1,"Evaluate Asteria AI Systems as an enterprise Generative AI platform for 2,000 em"
2026-09-24T11:26:15+00:00,vendor_risk,stage_timing,s1_intake,seconds,0.007,1,"Evaluate Asteria AI Systems as an enterprise Generative AI platform for 2,000 em"
2026-09-24T12:22:51+00:00,vendor_risk,agent,pipeline,pass_rate,0.0,2,agent_eval
2026-09-24T12:22:51+00:00,vendor_risk,agent,pipeline,citation_correctness,1.0,2,agent_eval
2026-09-24T12:22:51+00:00,vendor_risk,agent,pipeline,task_completion,1.0,2,agent_eval
2026-09-24T12:22:51+00:00,vendor_risk,agent,pipeline,tool_correctness,1.0,2,agent_eval
2026-09-24T12:22:51+00:00,vendor_risk,agent,pipeline,agent_delegation,1.0,2,agent_eval
2026-09-24T12:22:51+00:00,vendor_risk,agent,pipeline,decision_quality,1.0,2,agent_eval
2026-09-24T12:23:50+00:00,vendor_risk,agent,pipeline,pass_rate,1.0,1,agent_eval
2026-09-24T12:23:50+00:00,vendor_risk,agent,pipeline,citation_correctness,1.0,1,agent_eval
2026-09-24T12:23:50+00:00,vendor_risk,agent,pipeline,task_completion,1.0,1,agent_eval
2026-09-24T12:23:50+00:00,vendor_risk,agent,pipeline,tool_correctness,1.0,1,agent_eval
2026-09-24T12:23:50+00:00,vendor_risk,agent,pipeline,agent_delegation,1.0,1,agent_eval
2026-09-24T12:23:50+00:00,vendor_risk,agent,pipeline,decision_quality,1.0,1,agent_eval
